userId,multiplier
278859176, 1.0
5499499758, 1.0
7517575512, 1.0
8198585439, 1.0
6153622745, 1.0
5387693655, 1.0
6367466725, 1.0
5583426818, 1.0
5206082071, 1.0
6875629454, 1.0
885622962, 1.0
5811242274, 1.0
5478585446, 1.0
7209525995, 1.0
527196465, 1.0
2145039685, 1.0
6175048768, 1.0
1013770930, 1.0
8496909512, 1.0
8095024344, 1.0
6930583808, 1.0
451022239, 1.0
6189478950, 1.0
1023424675, 1.0
6470053937, 1.0
1274270464, 1.0
1706902193, 1.0
452068443, 1.0
535690536, 1.0
1882229300, 1.0
824228851, 1.0
6953284152, 1.0
5860501077, 1.0
1459812830, 1.0
2125825059, 1.0
1737689731, 1.0
8002596827, 1.0
7980192923, 1.0
645735067, 1.0
1472237454, 1.0
1860533608, 1.0
174430893, 1.0
7408237390, 1.0
393564236, 1.0
706381844, 1.0
404712626, 1.0
7622298574, 1.0
5305424270, 1.0
7687458170, 1.0
6142093514, 1.0
1127433411, 1.0
1199885808, 1.0
846523374, 1.0
323745365, 1.0
737344513, 1.0
464479046, 1.0
173239389, 1.0
1820544672, 1.0
542849945, 1.0
6146553281, 1.0
5545611034, 1.0
5817635560, 1.0
6532579565, 1.0
642548522, 1.0
841654608, 1.0
5734339216, 1.0
549419768, 1.0
1012333267, 1.0
233627833, 1.0
6914733788, 1.0
7514395360, 1.0
6800547719, 1.0
6578996752, 1.0
1773895631, 1.0
162771742, 1.0
1025748985, 1.0
1266042111, 1.0
898195354, 1.0
828307911, 1.0
6657663781, 1.0
955360497, 1.0
6115032906, 1.0
358790126, 1.0
6989482031, 1.0
220053126, 1.0
109588940, 1.0
7401453393, 1.0
600609743, 1.0
640879913, 1.0
245676668, 1.0
7391093771, 1.0
1757116439, 1.0
6280182281, 1.0
5534354979, 1.0
534189589, 1.0
7409397924, 1.0
400308021, 1.0
1911395018, 1.0
6833078755, 1.0
7225324908, 1.0
2135000748, 1.0
8097278898, 1.0
230337734, 1.0
6175911742, 1.0
5892389797, 1.0
1008452020, 1.0
1185535474, 1.0
431535119, 1.0
1544756804, 1.0
1130492395, 1.0
1288660628, 1.0
7055626263, 1.0
7291861935, 1.0
6539285521, 1.0
6856821968, 1.0
6784986419, 1.0
5220224834, 1.0
800619510, 1.0
7103257871, 1.0
6316188212, 1.0
7524748979, 1.0
7368160523, 1.0
7488124753, 1.0
92723840, 1.0
6147880868, 1.0
582821744, 1.0
53648993, 1.0
396601777, 1.0
438476031, 1.0
320527256, 1.0
573848686, 1.0
1102514658, 1.0
6245633556, 1.0
6084267057, 1.0
1505440562, 1.0
5137950403, 1.0
304567675, 1.0
616013573, 1.0
7937379999, 1.0
994638630, 1.0
5378466057, 1.0
958672625, 1.0
610900021, 1.0
6681122878, 1.0
126786472, 1.0
784567003, 1.0
1720840854, 1.0
1044896406, 1.0
5547791581, 1.0
428516174, 1.0
426446160, 1.0
404522139, 1.0
1245281773, 1.0
1213187742, 1.0
526649874, 1.0
2119372533, 1.0
6270041800, 1.0
442783031, 1.0
65671538, 1.0
7005930628, 1.0
1229692545, 1.0
316218079, 1.0
770871852, 1.0
550865056, 1.0
6323537836, 1.0
390115258, 1.0
5186845785, 1.0
7693376660, 1.0
985030794, 1.0
398165836, 1.0
5898897166, 1.0
465809117, 1.0
6558292429, 1.0
6419109512, 1.0
6502480395, 1.0
214364297, 1.0
273198411, 1.0
92554686, 1.0
8423584495, 1.0
1124057555, 1.0
6709376525, 1.0
1850048203, 1.0
372099716, 1.0
136343597, 1.0
309605854, 1.0
1241433422, 1.0
5182570669, 1.0
5416107807, 1.0
450340181, 1.0
283373592, 1.0
1665938534, 1.0
353688937, 1.0
7395885228, 1.0
1057946482, 1.0
1618544422, 1.0
1167677761, 1.0
6298491969, 1.0
1302886923, 1.0
1288201973, 1.0
6994622730, 1.0
6653657312, 1.0
6631792962, 1.0
1972455807, 1.0
215799002, 1.0
319717772, 1.0
966690152, 1.0
732768048, 1.0
460020156, 1.0
505679114, 1.0
6864541436, 1.0
542846406, 1.0
5707107257, 1.0
7042768236, 1.0
1526839948, 1.0
1386677381, 1.0
268027060, 1.0
139246041, 1.0
7373544978, 1.0
645969518, 1.0
1717982301, 1.0
1039978897, 1.0
576729743, 1.0
408320257, 1.0
419642695, 1.0
753679733, 1.0
659522951, 1.0
251004942, 1.0
490031968, 1.0
300558005, 1.0
2010411462, 1.0
7108194839, 1.0
6662200954, 1.0
6226852820, 1.0
877067723, 1.0
7335299374, 1.0
1807087416, 1.0
5277599360, 1.0
470385772, 1.0
1497121166, 1.0
7354578809, 1.0
252899656, 1.0
197827974, 1.0
585323093, 1.0
528852287, 1.0
363394371, 1.0
7039478002, 1.0
380410690, 1.0
6522425794, 1.0
1010093125, 1.0
372055503, 1.0
884869101, 1.0
1647201570, 1.0
5966457828, 1.0
5028631175, 1.0
699849317, 1.0
6682150535, 1.0
1769120043, 1.0
6842634914, 1.0
7084808387, 1.0
223164353, 1.0
209757898, 1.0
2100702153, 1.0
745830824, 1.0
1936003537, 1.0
517535324, 1.0
5929939789, 1.0
5623524581, 1.0
6704541455, 1.0
7962525029, 1.0
7931796637, 1.0
1617131133, 1.0
7222680740, 1.0
923872801, 1.0
707349777, 1.0
6748583534, 1.0
8467308492, 1.0
5239125624, 1.0
5078869454, 1.0
1114566121, 1.0
1532308789, 1.0
1305571544, 1.0
1034605075, 1.0
919521948, 1.0
6919781881, 1.0
6781456497, 1.0
1924293222, 1.0
2311763, 1.0
1480317913, 1.0
5832541228, 1.0
4652442, 1.0
6636095544, 1.0
7763194818, 1.0
304264566, 1.0
7169306135, 1.0
5540970666, 1.0
149497009, 1.0
281690662, 1.0
949392503, 1.0
605720668, 1.0
5110091710, 1.0
8154683521, 1.2
1002925630, 1.2
1329819814, 1.2
7396023964, 1.2
331333132, 1.2
2031054289, 1.2
812325627, 1.2
373056971, 1.2
270318611, 1.2
755683300, 1.2
510821661, 1.2
6507699416, 1.2
117674425, 1.2
2055413812, 1.2
5591072966, 1.2
7555309305, 1.2
6889389416, 1.2
6844594341, 1.2
1727756280, 1.2
6802738288, 1.2
7536216295, 1.2
1077470693, 1.2
5441994497, 1.2
6197863333, 1.2
741465103, 1.2
5883959669, 1.2
674439027, 1.2
38864449, 1.2
225067552, 1.2
1657632859, 1.2
225667583, 1.2
551772560, 1.2
7910409125, 1.2
474210589, 1.2
1015154256, 1.2
5896508558, 1.2
665234664, 1.2
465444742, 1.2
2065381225, 1.2
1012912869, 1.2
5074128855, 1.2
8094269977, 1.2
432925218, 1.2
5315938649, 1.2
657526729, 1.2
5291224325, 1.2
1048269055, 1.2
1173299055, 1.2
1782435499, 1.2
1746298110, 1.2
477223081, 1.2
1780057518, 1.2
6282213859, 1.2
5458875996, 1.2
5063531786, 1.2
2129922780, 1.2
5970833383, 1.2
1155785572, 1.2
347194109, 1.2
1743345339, 1.2
1177379524, 1.2
425193085, 1.2
216626934, 1.2
1741425017, 1.2
1341445626, 1.2
225870975, 1.2
304805526, 1.2
741385364, 1.2
2036553079, 1.2
531532916, 1.2
6234324905, 1.2
1307951914, 1.2
1370498689, 1.2
7378360004, 1.2
1898016161, 1.2
1214157058, 1.2
7099759083, 1.2
6938368308, 1.2
7564132047, 1.2
1592960130, 1.2
414435554, 1.2
1913174436, 1.2
1861261813, 1.2
652772033, 1.2
1538561723, 1.2
1596765420, 1.2
5164159910, 1.2
6345955249, 1.2
437573696, 1.2
1045710945, 1.2
1799152230, 1.2
318901433, 1.2
7414719808, 1.2
2132563147, 1.3
730151615, 1.3
1614119553, 1.3
5091197605, 1.3
552752256, 1.3
1667587222, 1.3
1710565673, 1.3
7996431060, 1.3
2093798465, 1.3
7895756083, 1.3
6029274073, 1.3
5318118440, 1.3
7086375196, 1.3
1162798851, 1.3
7219388123, 1.3
1736242159, 1.3
5347989754, 1.3
940472125, 1.3
7932977411, 1.3
7337861837, 1.3
6122901564, 1.3
5074245642, 1.3
7467972736, 1.3
441438828, 1.3
5611341700, 1.3
6200382100, 1.3
7089545469, 1.3
7984896899, 1.3
6116664663, 1.3
7137956131, 1.3
1081511636, 1.3
7315437290, 1.3
239905608, 1.3
1983366905, 1.3
5486310232, 1.3
815473191, 1.3
6067728567, 1.3
350450110, 1.3
7573193877, 1.3
2100506881, 1.3
5825577973, 1.3
1768903538, 1.3
7050913884, 1.3
1829612750, 1.3
1675383845, 1.3
7051055759, 1.3
1180182691, 1.3
405670923, 1.3
1764420974, 1.3
6388230137, 1.3
322985953, 1.3
7933369303, 1.3
164190065, 1.3
821631231, 1.3
678443651, 1.3
570645433, 1.3
6320220363, 1.3
396266539, 1.3
5398352096, 1.3
5272272669, 1.3
272484871, 1.3
449360979, 1.3
204340391, 1.3
383333412, 1.3
697321693, 1.3
291266700, 1.3
681819236, 1.3
633851641, 1.3
6052880764, 1.3
2115983938, 1.3
6970076277, 1.3
908538039, 1.3
8285113141, 1.3
6607776862, 1.3
44549273, 1.3
370991732, 1.3
5115231282, 1.3
224573, 1.3
896131367, 1.3
5282570639, 1.3
5445862223, 1.3
7957438831, 1.3
7644499214, 1.3
5268819176, 1.3
5190913784, 1.3
6348080605, 1.3
7102294582, 1.3
5302704331, 1.3
1875667875, 1.3
7455152476, 1.3
494719470, 1.3
648269182, 1.3
661541015, 1.3
6885164100, 1.3
723750801, 1.3
191379927, 1.3
5718416241, 1.3
6108639960, 1.3
5343845378, 1.3
637927622, 1.3
842070363, 1.3
448715519, 1.3
1348477787, 1.3
338431880, 1.3
1628981727, 1.3
981404733, 1.3
407210368, 1.3
876593218, 1.3
838300424, 1.3
994336086, 1.3
1688791111, 1.3
5188417924, 1.3
319174966, 1.3
1838223811, 1.3
1830055948, 1.3
565653479, 1.3
781800640, 1.3
519938217, 1.3
1148245739, 1.3
1712114382, 1.3
1754966012, 1.3
1490855076, 1.3
1187896467, 1.3
422542802, 1.3
579515680, 1.3
436992362, 1.3
5983007427, 1.3
58868907, 1.3
171473955, 1.3
253668293, 1.3
488633056, 1.3
373669382, 1.3
46681647, 1.3
606794314, 1.3
810432427, 1.3
1911387338, 1.3
6149077801, 1.3
