Rank,Username,Score,Gold,Legendary cards,NFT,PIXEL,USD (ref.),userId
2712,LeahLewis7577,9620.0,7400,3,-,-,-,8017715835
2713,LauraHall4312,9592.0,8720,1,-,-,-,7722607348
2714,jfest31,9520.0,9520,0,-,-,-,1938316822
2715,Te_Ma87,9450.0,9450,0,-,-,-,364925100
2716,Ramil_al,9440.0,9440,0,-,-,-,1676299269
2717,MATSUOMI,9360.0,9360,0,-,-,-,1732411214
2718,5381061175,9352.0,6680,4,-,-,-,5381061175
2719,alixwhitefalcon33,9290.0,9290,0,-,-,-,5534601935
2720,lebjohn,9240.0,9240,0,-,-,-,6242885290
2721,5184999039,9180.0,9180,0,-,-,-,5184999039
2722,1017527486,9120.0,9120,0,-,-,-,1017527486
2723,VovaKiNn,9120.0,9120,0,-,-,-,790473439
2724,1926971267,9100.0,9100,0,-,-,-,1926971267
2725,Fiverzinhow,9100.0,9100,0,-,-,-,1262252685
2726,958314035,9100.0,7000,3,-,-,-,958314035
2727,7448977439,9100.0,7000,3,-,-,-,7448977439
2728,visvis08,9090.0,9090,0,-,-,-,5976610592
2729,ElijahNewton7783,9040.0,9040,0,-,-,-,7853428973
2730,Anyaran69,9000.0,9000,0,-,-,-,1377364302
2731,1144375792,9000.0,9000,0,-,-,-,1144375792
2732,6384937094,9000.0,5000,8,-,-,-,6384937094
2733,BINT0R0,8900.0,8900,0,-,-,-,8348237758
2734,5119437819,8892.0,7410,2,-,-,-,5119437819
2735,TetySt2,8833.0,8030,1,-,-,-,5364924360
2736,5413908888,8800.0,8000,1,-,-,-,5413908888
2737,magnetikaa,8800.0,8000,1,-,-,-,1244766806
2738,yksss357,8800.0,8000,1,-,-,-,6317003040
2739,cbu1723164741,8800.0,8000,1,-,-,-,7460122648
2740,7598869866,8778.0,7980,0,1.1,-,-,7598869866
2741,pain_2410,8750.0,8750,0,-,-,-,7478310866
2742,soberite,8723.0,7930,1,-,-,-,1900523761
2743,RobertHarris5937,8680.0,8680,0,-,-,-,7524391847
2744,1466610522,8680.0,8680,0,-,-,-,1466610522
2745,6140941835,8624.0,3920,12,-,-,-,6140941835
2746,MCdanja,8602.0,7820,1,-,-,-,233573383
2747,NathanCook7057,8591.0,7810,1,-,-,-,8030683847
2748,VlSerg1,8569.0,7790,1,-,-,-,815875708
2749,7183211790,8554.0,6580,3,-,-,-,7183211790
2750,7597110775,8525.0,7750,1,-,-,-,7597110775
2751,zechie_xd,8500.0,8500,0,-,-,-,7062746874
2752,1963007479,8500.0,5000,7,-,-,-,1963007479
2753,MatthewTurner4095,8496.0,7080,2,-,-,-,7924924831
2754,7941803382,8448.0,7040,2,-,-,-,7941803382
2755,6667596001,8440.0,8440,0,-,-,-,6667596001
2756,likah_sol,8424.0,7020,2,-,-,-,5755859909
2757,6390795647,8400.0,7000,2,-,-,-,6390795647
2758,5625558110,8400.0,7000,2,-,-,-,5625558110
2759,Softshelle,8400.0,7000,2,-,-,-,6953284152
2760,1021243106,8400.0,6000,4,-,-,-,1021243106
2761,Dita_Teese,8393.0,7630,1,-,-,-,336548025
2762,majid2005ghn,8300.0,8300,0,-,-,-,48116910
2763,Mebdis,8256.0,6880,2,-,-,-,686512107
2764,7843417173,8240.0,8240,0,-,-,-,7843417173
2765,MatthewRussell6651,8204.0,5860,4,-,-,-,8164046673
2766,6165569664,8192.0,2560,22,-,-,-,6165569664
2767,deniiison,8190.0,8190,0,-,-,-,193181247
2768,Natalia_Smekalova,8140.0,8140,0,-,-,-,5293758248
2769,AndrewSmith4919,8118.0,7380,1,-,-,-,7482829464
2770,172908654,8076.0,6730,2,-,-,-,172908654
2771,8387204128,8052.0,6710,2,-,-,-,8387204128
2772,BentleyHarris1267,8000.0,8000,0,-,-,-,7607193866
2773,nathanjo2,8000.0,8000,0,-,-,-,7419733002
2774,Ponyo13_13,8000.0,8000,0,-,-,-,6223303064
2775,jhdelmar,8000.0,8000,0,-,-,-,238783230
2776,quinnj,8000.0,8000,0,-,-,-,6214490912
2777,5990563245,8000.0,8000,0,-,-,-,5990563245
2778,TbungB,8000.0,8000,0,-,-,-,1005832250
2779,6480356059,8000.0,8000,0,-,-,-,6480356059
2780,ipanxcool,7920.0,7920,0,-,-,-,1966275225
2781,PatrickEspinoza14051998,7920.0,7200,1,-,-,-,7918481553
2782,Win2488,7890.0,7890,0,-,-,-,5141190674
2783,aleksey_1278,7840.0,7840,0,-,-,-,1568964447
2784,xqx1101,7840.0,7840,0,-,-,-,5240471590
2785,ElijahHale8150,7788.0,7080,1,-,-,-,7903802449
2786,oropesa26,7770.0,7770,0,-,-,-,2057396255
2787,ereshen,7750.0,7750,0,-,-,-,6039129221
2788,Gastfeg,7744.0,7040,1,-,-,-,7444955053
2789,5861362983,7700.0,7000,1,-,-,-,5861362983
2790,Killerttj,7700.0,7000,1,-,-,-,6645736617
2791,CarolineWatson7976,7700.0,7000,1,-,-,-,7790639822
2792,7184668238,7700.0,7000,1,-,-,-,7184668238
2793,Skyler28,7700.0,7000,1,-,-,-,2125341163
2794,6727928947,7680.0,6400,2,-,-,-,6727928947
2795,6214196418,7656.0,6960,1,-,-,-,6214196418
2796,2017064344,7644.0,5880,3,-,-,-,2017064344
2797,7711751504,7640.0,7640,0,-,-,-,7711751504
2798,Ajifzogir,7612.0,6920,1,-,-,-,7381408663
2799,pobereiko,7600.0,7600,0,-,-,-,608272396
2800,1437496839,7580.0,7580,0,-,-,-,1437496839
2801,1146879168,7570.0,7570,0,-,-,-,1146879168
2802,AnDrEj12334,7520.0,7520,0,-,-,-,989734973
2803,8273545881,7515.0,5010,5,-,-,-,8273545881
2804,IsabellaBell1903,7480.0,7480,0,-,-,-,7848989525
2805,Llfvibyi,7480.0,7480,0,-,-,-,6498331875
2806,7942601634,7400.0,7400,0,-,-,-,7942601634
2807,LilyGray7250,7400.0,7400,0,-,-,-,7793015337
2808,5329164753,7400.0,7400,0,-,-,-,5329164753
2809,GloriaChang01121998,7400.0,7400,0,-,-,-,6398546639
2810,Ihor210,7400.0,7400,0,-,-,-,748841344
2811,Riizasvrraal,7392.0,6720,1,-,-,-,7329314534
2812,Davidtazxnadieu,7360.0,7360,0,-,-,-,7445795948
2813,7876665612,7320.0,7320,0,-,-,-,7876665612
2814,Alan_Gatity,7308.0,4060,8,-,-,-,77008792
2815,Jubaymduxal,7304.0,6640,1,-,-,-,6985730746
2816,7188124719,7282.0,3310,12,-,-,-,7188124719
2817,GraysonBarnes3291,7280.0,7280,0,-,-,-,7970612201
2818,bussmmm,7280.0,7280,0,-,-,-,5065104602
2819,humano3avr,7280.0,7280,0,-,-,-,537779288
2820,EastonBishop9678,7260.0,6600,1,-,-,-,8191651355
2821,357517883,7228.0,5560,3,-,-,-,357517883
2822,5804235934,7212.0,6010,2,-,-,-,5804235934
2823,Groomsha,7200.0,7200,0,-,-,-,1275569537
2824,BaChaCu_a417,7200.0,7200,0,-,-,-,7101428274
2825,jaZzY770,7200.0,7200,0,-,-,-,7147168351
2826,HunterJames6714,7160.0,7160,0,-,-,-,7632339348
2827,DLmaracucho,7140.0,7140,0,-,-,-,1008208556
2828,Kryzn67,7140.0,7140,0,-,-,-,1794996088
2829,zvevda3,7106.0,6460,1,-,-,-,1944371129
2830,BrandonMartin7026,7080.0,7080,0,-,-,-,7905525858
2831,phmvnkhngwi422,7080.0,7080,0,-,-,-,7235149298
2832,aliescvmsaidmri,7040.0,7040,0,-,-,-,7233865270
2833,Kamjpuslbs,7040.0,6400,1,-,-,-,7454264261
2834,PaisleyElliott6926,7020.0,7020,0,-,-,-,7863875685
2835,7754680102,7000.0,7000,0,-,-,-,7754680102
2836,7328162948,7000.0,5000,4,-,-,-,7328162948
2837,Tbtuhegjrvs,6960.0,6960,0,-,-,-,7180432003
2838,8173908773,6960.0,4350,6,-,-,-,8173908773
2839,hyeon36000,6930.0,6930,0,-,-,-,6338988220
2840,SamNego2022,6930.0,6300,1,-,-,-,5134788246
2841,Jackiie_chenag,6920.0,6920,0,-,-,-,7434198681
2842,AdailInocencio,6920.0,6920,0,-,-,-,1849138980
2843,Qawsedr_13,6897.0,6270,1,-,-,-,731935130
2844,a84935733498,6886.0,6260,1,-,-,-,6312507475
2845,EleanorLopez5316,6864.0,6240,1,-,-,-,7705921852
2846,DonnaBowman15022000,6864.0,5720,2,-,-,-,7112018396
2847,Roman997890,6864.0,4290,6,-,-,-,1131326909
2848,Banooooob,6840.0,6840,0,-,-,-,5422001298
2849,AxelFoll,6840.0,6840,0,-,-,-,1554925473
2850,JOLADS,6820.0,6200,1,-,-,-,843356307
2851,7102122845,6804.0,4860,4,-,-,-,7102122845
2852,BrandonHoward17061995,6800.0,6800,0,-,-,-,7589162386
2853,HaoThinh_a518,6760.0,6760,0,-,-,-,7260093956
2854,PhilpispBoone,6760.0,6760,0,-,-,-,7483306003
2855,6238322261,6760.0,6760,0,-,-,-,6238322261
2856,mjane1190,6732.0,6120,1,-,-,-,2098070950
2857,MuingX,6699.0,6090,1,-,-,-,6532293652
2858,RJaat007,6670.0,6670,0,-,-,-,1720031464
2859,w51w51_a196,6640.0,6640,0,-,-,-,7455919265
2860,NoAmen01,6630.0,6630,0,-,-,-,6995012360
2861,5776872391,6630.0,4420,5,-,-,-,5776872391
2862,7907182372,6622.0,3010,12,-,-,-,7907182372
2863,hungwxhuncgm,6600.0,6600,0,-,-,-,7356476990
2864,DonnaWebb2151,6600.0,6000,1,-,-,-,8150445243
2865,stef_sc,6578.0,5980,1,-,-,-,6806802080
2866,neLifeizzbeakutiful,6560.0,6560,0,-,-,-,7418145902
2867,DAJIHhsgxULIed,6556.0,5960,1,-,-,-,7424288687
2868,grzelasko,6545.0,5950,1,-,-,-,2142611761
2869,RuagrhavKhanna,6520.0,6520,0,-,-,-,7490094180
2870,431403770,6500.0,5000,3,-,-,-,431403770
2871,MatthewGuzman08041996,6480.0,6480,0,-,-,-,7772896488
2872,Kzohre1400,6440.0,6440,0,-,-,-,105097150
2873,5151180865,6422.0,2470,16,-,-,-,5151180865
2874,974192120,6410.0,6410,0,-,-,-,974192120
2875,Boldgmabstay,6400.0,6400,0,-,-,-,6337775657
2876,8409223228,6380.0,6380,0,-,-,-,8409223228
2877,IliyaMuromec,6380.0,6380,0,-,-,-,6107400012
2878,Sanduljak,6380.0,5800,1,-,-,-,5194537582
2879,7070183721,6336.0,5280,2,-,-,-,7070183721
2880,AmandaWard4092,6314.0,5740,1,-,-,-,6605698677
2881,Moon_223344,6300.0,6300,0,-,-,-,1221426964
2882,VioletHawkins7153,6292.0,5720,1,-,-,-,8133036483
2883,FuyiSja,6292.0,5720,1,-,-,-,356242931
2884,krlrss,6290.0,6290,0,-,-,-,6892158547
2885,Pferaensmmesm,6288.0,5240,2,-,-,-,7362205537
2886,6881898650,6270.0,4180,5,-,-,-,6881898650
2887,IslaLowe2157,6220.0,6220,0,-,-,-,7580459904
2888,kekrito,6200.0,6200,0,-,-,-,6154684903
2889,SamanthaBell08042000,6160.0,6160,0,-,-,-,7790624471
2890,Ikhbal98,6149.0,5590,1,-,-,-,5091962595
2891,JeffreyMartinez3350,6136.0,4720,3,-,-,-,7505501404
2892,fle1723164736,6120.0,6120,0,-,-,-,7220425794
2893,6036301028,6084.0,4680,3,-,-,-,6036301028
2894,HannaPMUKyiv,6048.0,5040,2,-,-,-,1987358551
2895,kelzpsnkorb,6040.0,6040,0,-,-,-,7324334368
2896,jekan1011,6000.0,6000,0,-,-,-,315577761
2897,sapandnik,6000.0,6000,0,-,-,-,383535409
2898,Bryanclpy,6000.0,6000,0,-,-,-,6721129328
2899,adiliocesarr,6000.0,6000,0,-,-,-,767839863
2900,CryptoVoyager88,6000.0,6000,0,-,-,-,6031106162
2901,1162082920,6000.0,6000,0,-,-,-,1162082920
2902,gingthnhlamha168,6000.0,6000,0,-,-,-,7450346666
2903,6708728116,6000.0,5000,2,-,-,-,6708728116
2904,5825789496,6000.0,5000,2,-,-,-,5825789496
2905,6329841123,6000.0,5000,2,-,-,-,6329841123
2906,1995253842,6000.0,3000,10,-,-,-,1995253842
2907,directorzavoda777,5980.0,5980,0,-,-,-,2029635904
2908,8328201568,5920.0,5920,0,-,-,-,8328201568
2909,IgorrMm,5900.0,5900,0,-,-,-,5521393215
2910,jjeett12345,5900.0,5900,0,-,-,-,6680889594
2911,ChristinePollard18091998,5880.0,5880,0,-,-,-,6750628458
2912,CarolWhite3637,5880.0,4900,2,-,-,-,7630475987
2913,Nikolai34266,5880.0,4200,4,-,-,-,2125250811
2914,raquelsilva17332,5830.0,5830,0,-,-,-,7013051683
2915,7868463156,5808.0,4840,2,-,-,-,7868463156
2916,MarthaJones30121993,5800.0,5800,0,-,-,-,8102542315
2917,6943963826,5796.0,4830,2,-,-,-,6943963826
2918,5577576974,5790.0,5790,0,-,-,-,5577576974
2919,7373205513,5700.0,3000,9,-,-,-,7373205513
2920,nedelko_kate,5670.0,5670,0,-,-,-,1430451196
2921,CFIAdalat,5630.0,5630,0,-,-,-,5686464237
2922,XXbrXsVASZ,5616.0,4680,2,-,-,-,6992855040
2923,susanhouffsys,5600.0,5600,0,-,-,-,7328357589
2924,OfeliaPnd1959,5600.0,5600,0,-,-,-,6794649118
2925,RoyArazo,5500.0,5500,0,-,-,-,7155621038
2926,na4alnikalex,5500.0,5000,1,-,-,-,6877389384
2927,5741679290,5499.0,4230,3,-,-,-,5741679290
2928,8083864250,5480.0,5480,0,-,-,-,8083864250
2929,alex_key_1,5460.0,5460,0,-,-,-,609015434
2930,MichaelKhlebalin,5460.0,5460,0,-,-,-,181524319
2931,7640023366,5440.0,5440,0,-,-,-,7640023366
2932,LillianClark4587,5434.0,4940,1,-,-,-,7413061962
2933,8431241555,5412.0,4920,1,-,-,-,8431241555
2934,BRENNZO,5412.0,4920,1,-,-,-,2084817103
2935,8376430109,5400.0,4500,2,-,-,-,8376430109
2936,2144806969,5400.0,3000,8,-,-,-,2144806969
2937,BrooklynCooper5603,5390.0,4900,1,-,-,-,7914681844
2938,7124477794,5382.0,2340,13,-,-,-,7124477794
2939,7924484072,5364.0,4470,2,-,-,-,7924484072
2940,7974202732,5360.0,5360,0,-,-,-,7974202732
2941,500130914,5359.0,2330,13,-,-,-,500130914
2942,lilianaaa2392,5340.0,5340,0,-,-,-,7144149358
2943,ninhphung22,5330.0,5330,0,-,-,-,5766701924
2944,7004927197,5313.0,4830,1,-,-,-,7004927197
2945,NoraBaldwin7302,5300.0,5300,0,-,-,-,8145357273
2946,Fabchristine,5270.0,5270,0,-,-,-,5136442516
2947,Roman_evgenievich98,5265.0,4050,3,-,-,-,885364437
2948,vpc1723164742,5200.0,5200,0,-,-,-,7411835364
2949,bhadz2021,5200.0,5200,0,-,-,-,1929097268
2950,lorrettarotaikhzH565,5200.0,4000,3,-,-,-,7238454948
2951,1569489455,5200.0,2000,16,-,-,-,1569489455
2952,Trayandzmitry,5160.0,5160,0,-,-,-,1192240942
2953,6449739444,5130.0,5130,0,-,-,-,6449739444
2954,7285908493,5120.0,5120,0,-,-,-,7285908493
2955,7304421270,5100.0,5100,0,-,-,-,7304421270
2956,6003081759,5100.0,3000,7,-,-,-,6003081759
2957,1374568616,5080.0,5080,0,-,-,-,1374568616
2958,6428134042,5050.0,5050,0,-,-,-,6428134042
2959,tSparrow1,5000.0,5000,0,-,-,-,6829175832
2960,Vqz_wil,5000.0,5000,0,-,-,-,5999308743
2961,5484493308,5000.0,2000,15,-,-,-,5484493308
2962,7277166663,4960.0,4960,0,-,-,-,7277166663
2963,AIDROP_KRO,4956.0,2360,11,-,-,-,7417493666
2964,Scorpio111,4950.0,4950,0,-,-,-,312480050
2965,Evos_jhGalganggl,4880.0,4880,0,-,-,-,6578505440
2966,7848669425,4860.0,4860,0,-,-,-,7848669425
2967,Nastyabor88,4860.0,4860,0,-,-,-,6401153284
2968,7821153491,4840.0,4400,1,-,-,-,7821153491
2969,Sandr711,4810.0,3700,3,-,-,-,1560252614
2970,valentina_shapovalenko,4807.0,4370,1,-,-,-,855093418
2971,Zurc1970,4800.0,4800,0,-,-,-,5057338371
2972,magisterabsurdum,4800.0,4800,0,-,-,-,859680379
2973,rosalindgrennonRKoDz991,4800.0,4000,2,-,-,-,7698080352
2974,hunghaosui,4800.0,4000,2,-,-,-,7971413028
2975,MatthewStanley2680,4800.0,4000,2,-,-,-,7891772323
2976,CarolScott3272,4800.0,4000,2,-,-,-,7564153052
2977,HoangMinhHieUu,4800.0,4000,2,-,-,-,1381131291
2978,RyanCox9943,4800.0,4000,2,-,-,-,7886984477
2979,7004333856,4800.0,4000,2,-,-,-,7004333856
2980,accohmismo,4760.0,4760,0,-,-,-,1379135399
2981,226031355,4760.0,4760,0,-,-,-,226031355
2982,Sparcki,4740.0,3160,5,-,-,-,943894098
2983,7854884723,4730.0,4730,0,-,-,-,7854884723
2984,7649301472,4720.0,4720,0,-,-,-,7649301472
2985,DonaldHarris5649,4708.0,4280,1,-,-,-,7278769047
2986,raGra_a402,4708.0,4280,1,-,-,-,7491766262
2987,SeanCruz28081999,4680.0,4680,0,-,-,-,7666192499
2988,RobertParker11101992,4680.0,4680,0,-,-,-,2054458002
2989,gilmullin,4680.0,4680,0,-,-,-,1171615638
2990,domarus3,4620.0,4620,0,-,-,-,5247102639
2991,8414081331,4620.0,4620,0,-,-,-,8414081331
2992,2103375152,4620.0,4620,0,-,-,-,2103375152
2993,JulieRodriguez16101993,4608.0,3840,2,-,-,-,7839204432
2994,MyagkovyirafcR,4600.0,4600,0,-,-,-,6332993925
2995,PajarR16,4598.0,2090,12,-,-,-,1369547818
2996,oxvagame,4590.0,2550,8,-,-,-,6025861266
2997,Djemal15,4563.0,3510,3,-,-,-,1235594148
2998,ShdypelljlBoxes,4560.0,4560,0,-,-,-,7477609659
2999,Rahul2099,4550.0,4550,0,-,-,-,1002644284
3000,7638900728,4540.0,4540,0,-,-,-,7638900728
