Rank,Username,Score,Gold,Legendary cards,NFT,PIXEL,USD (ref.),userId
2253,Energetik90,27144.0,22620,2,-,-,-,1067277841
2254,6142093514,27127.100000000002,18970,3,1.1,-,-,6142093514
2255,Markys123456,27120.0,27120,0,-,-,-,7159358310
2256,coolworld1,27090.0,27090,0,-,-,-,62533527
2257,SergeyYspenskiy,27000.0,27000,0,-,-,-,426881877
2258,RonTheCryptoWizard,27000.0,18000,5,-,-,-,7981992434
2259,450705649,26980.0,26980,0,-,-,-,450705649
2260,7945949163,26950.0,26950,0,-,-,-,7945949163
2261,PetroID86,26950.0,26950,0,-,-,-,614733799
2262,Oliadoost,26917.0,24470,1,-,-,-,93435596
2263,860996802,26877.0,15810,7,-,-,-,860996802
2264,mi4gan,26862.0,24420,1,-,-,-,537217510
2265,1114009741,26796.0,24360,1,-,-,-,1114009741
2266,5044715017,26757.0,9910,17,-,-,-,5044715017
2267,1528059728,26741.0,24310,1,-,-,-,1528059728
2268,elnara_almakova,26664.0,22220,2,-,-,-,513175457
2269,saeedfont,26540.0,26540,0,-,-,-,5304218262
2270,hanpham77,26520.0,26520,0,-,-,-,8199320696
2271,Jomar013,26320.0,26320,0,-,-,-,6452101134
2272,prostoButerBrod,26220.0,26220,0,-,-,-,1061317823
2273,7693376660,26136.000000000004,21600,1,1.1,-,-,7693376660
2274,Nikolay2354,26040.0,26040,0,-,-,-,5307537856
2275,7244771692,26030.0,26030,0,-,-,-,7244771692
2276,frenb48,26015.0,23650,1,-,-,-,1030541824
2277,ironballs22,26000.0,26000,0,-,-,-,221446510
2278,ruslikklim,26000.0,26000,0,-,-,-,1064067290
2279,SymphonyMetall,26000.0,26000,0,-,-,-,2058122452
2280,cryptokurebito,25990.0,25990,0,-,-,-,6442001764
2281,5067694649,25960.0,23600,1,-,-,-,5067694649
2282,BigGamerX,25920.0,21600,2,-,-,-,493226389
2283,Ebrahim1987gh,25840.0,25840,0,-,-,-,117658822
2284,1132674022,25500.0,17000,5,-,-,-,1132674022
2285,8230212400,25500.0,3400,65,-,-,-,8230212400
2286,Jester_Kain,25498.000000000004,23180,0,1.1,-,-,6146553281
2287,Joaquim_sandra_pingo,25465.0,23150,1,-,-,-,5494449181
2288,1518956374,25454.0,19580,3,-,-,-,1518956374
2289,Roman_Ustiugov,25410.0,25410,0,-,-,-,124592164
2290,moonBeam00,25370.0,25370,0,-,-,-,5475521556
2291,rohtaga82,25200.0,25200,0,-,-,-,7279897536
2292,6215812600,25200.0,18000,4,-,-,-,6215812600
2293,898933954,25181.0,19370,3,-,-,-,898933954
2294,Tao_Pai_Pai2021,25000.0,25000,0,-,-,-,1795215526
2295,Sandrinio,25000.0,25000,0,-,-,-,424602237
2296,i5095438737,25000.0,25000,0,-,-,-,5095438737
2297,jjjjanj,25000.0,25000,0,-,-,-,5855915972
2298,7252816090,24990.0,24990,0,-,-,-,7252816090
2299,7868190915,24926.0,22660,1,-,-,-,7868190915
2300,6936463681,24864.0,20720,2,-,-,-,6936463681
2301,R_A_0506,24750.0,24750,0,-,-,-,471866639
2302,max1fc,24717.0,22470,1,-,-,-,377163189
2303,marycakes,24700.0,24700,0,-,-,-,1155839884
2304,Hossein6181,24596.0,22360,1,-,-,-,91202570
2305,KakKadilo,24336.0,18720,3,-,-,-,771915319
2306,6890763012,24310.0,9350,16,-,-,-,6890763012
2307,igorkushch1982,24190.0,24190,0,-,-,-,5462785736
2308,Kuzankin,24190.0,24190,0,-,-,-,784360431
2309,phunkyjohn1,24080.0,24080,0,-,-,-,970980914
2310,8000593684,24050.0,24050,0,-,-,-,8000593684
2311,PORKSILOG300,24000.0,24000,0,-,-,-,6929897733
2312,Irina_Igorevna_Gor,24000.0,24000,0,-,-,-,6663911641
2313,Jaybem1,24000.0,24000,0,-,-,-,8140087803
2314,5075800495,24000.0,20000,2,-,-,-,5075800495
2315,shiwo_02,23920.0,23920,0,-,-,-,5263750666
2316,dimesh76,23850.0,23850,0,-,-,-,438159110
2317,SAHILSHOGUN,23800.0,23800,0,-,-,-,1317469561
2318,JWX09,23660.0,23660,0,-,-,-,5182464628
2319,8415626235,23556.0,9060,16,-,-,-,8415626235
2320,senatopbc,23529.0,21390,1,-,-,-,6729228536
2321,didkovskiij,23520.0,23520,0,-,-,-,5229855300
2322,MarceloHellmann,23490.0,23490,0,-,-,-,5914443373
2323,Cripovou,23420.0,23420,0,-,-,-,485385607
2324,Jhular120912,23320.0,23320,0,-,-,-,7024640391
2325,VocA2112,23250.0,23250,0,-,-,-,549147421
2326,Foronisus,23199.0,21090,1,-,-,-,2125008932
2327,CooperEvans6969,23168.0,14480,6,-,-,-,7155710651
2328,ebuenq2022,23120.0,23120,0,-,-,-,5103347541
2329,ThePilot23,23100.0,23100,0,-,-,-,6468428242
2330,1918542740,23100.0,16500,4,-,-,-,1918542740
2331,Afriantis,23010.0,23010,0,-,-,-,697399566
2332,lawtattoo,23001.0,20910,1,-,-,-,331206079
2333,robi_bhr,23000.0,23000,0,-,-,-,6828713344
2334,Piryanin,22980.0,22980,0,-,-,-,5241666057
2335,ZeRsi_213,22960.0,22960,0,-,-,-,472507229
2336,CalebWard6346,22884.0,19070,2,-,-,-,7202235799
2337,erebiamia,22750.0,22750,0,-,-,-,1551993876
2338,71125746,22748.0,20680,1,-,-,-,71125746
2339,XSUMMONER,22570.0,22570,0,-,-,-,5988610254
2340,6416118337,22500.0,9000,15,-,-,-,6416118337
2341,fibdoug,22480.0,22480,0,-,-,-,6766288412
2342,5107857910,22410.0,22410,0,-,-,-,5107857910
2343,6063195021,22400.0,16000,4,-,-,-,6063195021
2344,1485485976,22392.0,9330,14,-,-,-,1485485976
2345,5078704553,22380.0,22380,0,-,-,-,5078704553
2346,Zegineon,22332.0,18610,2,-,-,-,6911263949
2347,6717114925,22320.0,22320,0,-,-,-,6717114925
2348,Behi1350,22320.0,22320,0,-,-,-,1406739195
2349,1786685555,22300.0,22300,0,-,-,-,1786685555
2350,igortig,22264.0,20240,1,-,-,-,1041335217
2351,7564877245,22230.0,17100,3,-,-,-,7564877245
2352,Diman123763,22204.0,17080,3,-,-,-,1410757968
2353,vaquagro,22176.0,20160,1,-,-,-,5220307985
2354,8273302902,22152.0,9230,14,-,-,-,8273302902
2355,kimgatiel,22022.0,20020,0,1.1,-,-,1875834240
2356,olena_maltseva3,22000.0,22000,0,-,-,-,618453143
2357,akira3049,22000.0,22000,0,-,-,-,679731508
2358,ftngk729,22000.0,22000,0,-,-,-,6979181186
2359,Ourgalaxy0907,22000.0,20000,1,-,-,-,476283381
2360,apakah2024,21978.0,19980,1,-,-,-,5894894321
2361,6629063459,21913.0,12890,7,-,-,-,6629063459
2362,ntgiangag,21879.0,19890,1,-,-,-,7122546195
2363,NikDuD,21814.0,16780,3,-,-,-,1019800290
2364,PeppeRoncino27,21780.0,19800,1,-,-,-,6698554755
2365,1529280474,21758.0,9890,12,-,-,-,1529280474
2366,7294316050,21700.0,7000,21,-,-,-,7294316050
2367,Mudry_48,21600.0,18000,2,-,-,-,469435175
2368,aVAILABLeV09,21527.0,19570,1,-,-,-,6657924387
2369,Aleksei79sochi,21450.0,19500,1,-,-,-,257461600
2370,6940861615,21359.0,21359,0,-,-,-,6940861615
2371,Leeinkoo,21340.0,21340,0,-,-,-,472960047
2372,6621311276,21098.0,19180,1,-,-,-,6621311276
2373,x4444x4,21090.0,21090,0,-,-,-,823888403
2374,akum3,21070.0,21070,0,-,-,-,7327962550
2375,714054029,21000.0,21000,0,-,-,-,714054029
2376,1061636353,21000.0,21000,0,-,-,-,1061636353
2377,7219049313,21000.0,21000,0,-,-,-,7219049313
2378,5503073502,21000.0,21000,0,-,-,-,5503073502
2379,1901574992,21000.0,10000,11,-,-,-,1901574992
2380,AshleyBaldwin8066,20944.0,14960,4,-,-,-,7993357608
2381,srhcnchl,20910.0,12300,7,-,-,-,1665753665
2382,Morh9878,20880.0,20880,0,-,-,-,5012345080
2383,xpluspct,20868.0,17390,2,-,-,-,1731341680
2384,DanielBell5466,20860.0,14900,4,-,-,-,8000181392
2385,Moradi_Nader,20823.0,18930,1,-,-,-,669474058
2386,pita4ka,20800.0,20800,0,-,-,-,528516067
2387,skylife3002,20800.0,20800,0,-,-,-,5141696816
2388,shadowblood31,20776.0,14840,4,-,-,-,7889116875
2389,ElijahFlores6412,20760.0,20760,0,-,-,-,8014146148
2390,POV10Bot,20757.0,18870,1,-,-,-,386067292
2391,Di_p88,20750.0,20750,0,-,-,-,5132391275
2392,umutduzdar,20680.0,18800,1,-,-,-,1046245759
2393,5042273142,20670.0,15900,3,-,-,-,5042273142
2394,scratz12,20580.0,20580,0,-,-,-,7001359492
2395,5379040621,20493.0,18630,1,-,-,-,5379040621
2396,Stegbert,20448.0,17040,2,-,-,-,331398502
2397,6065601592,20400.0,17000,2,-,-,-,6065601592
2398,yngvarr_k,20400.0,17000,2,-,-,-,546833031
2399,5238912701,20350.0,18500,1,-,-,-,5238912701
2400,John196ton,20328.0,18480,1,-,-,-,7750852464
2401,ViktOtro,20300.0,20300,0,-,-,-,1010596987
2402,8334955659,20280.0,16900,2,-,-,-,8334955659
2403,7896772258,20280.0,15600,3,-,-,-,7896772258
2404,6470053937,20213.0,6970,19,-,-,-,6470053937
2405,1654799007,20172.0,16810,2,-,-,-,1654799007
2406,lunhthuc1150,19815.0,13210,5,-,-,-,7461982216
2407,Andrey_379,19800.0,19800,0,-,-,-,461362826
2408,igortigrov,19800.0,19800,0,-,-,-,5152080275
2409,danisaur14,19740.0,19740,0,-,-,-,1206207412
2410,1720724408,19720.0,19720,0,-,-,-,1720724408
2411,6892258418,19608.0,10320,9,-,-,-,6892258418
2412,1828040194,19596.0,16330,2,-,-,-,1828040194
2413,7349209656,19591.0,15070,3,-,-,-,7349209656
2414,6264600532,19500.0,15000,3,-,-,-,6264600532
2415,7891521464,19393.0,17630,1,-,-,-,7891521464
2416,ThomasAllen5991,19360.0,17600,1,-,-,-,8109115269
2417,TinyViney,19360.0,17600,1,-,-,-,5318761619
2418,Jumintens,19350.0,19350,0,-,-,-,6699828488
2419,LimaAlpha2,19270.0,19270,0,-,-,-,551934768
2420,D_destiny,19240.0,19240,0,-,-,-,499070689
2421,mldtech,19200.0,16000,2,-,-,-,732620201
2422,7703362736,19200.0,8000,14,-,-,-,7703362736
2423,8402351212,19140.0,6380,20,-,-,-,8402351212
2424,Ramzes07ok,19019.0,17290,1,-,-,-,1964594749
2425,PlyuhinZhenya,19008.0,15840,2,-,-,-,6774011393
2426,blacknighat01,19000.0,19000,0,-,-,-,5040261591
2427,Croking007,19000.0,19000,0,-,-,-,1849801662
2428,MrMart1980,19000.0,19000,0,-,-,-,1849356407
2429,6383888504,19000.0,7600,15,-,-,-,6383888504
2430,EmilyMartinez9864,18902.0,14540,3,-,-,-,7913655651
2431,Alisa_lialia,18900.0,15750,2,-,-,-,941637944
2432,romangladko,18870.0,18870,0,-,-,-,836864095
2433,850465040,18785.0,11050,7,-,-,-,850465040
2434,1067656523,18746.0,14420,3,-,-,-,1067656523
2435,6939182994,18744.0,15620,2,-,-,-,6939182994
2436,Mrs_Shadow89,18744.0,15620,2,-,-,-,481317775
2437,Eman_4788,18700.0,17000,1,-,-,-,5991289887
2438,Vovasem09,18645.0,16950,1,-,-,-,773586364
2439,skylitBert,18590.0,16900,1,-,-,-,1894781941
2440,Damienk0007,18590.0,16900,1,-,-,-,5514573736
2441,Mori8504,18557.0,16870,1,-,-,-,6198540161
2442,neghab2828,18540.0,15450,2,-,-,-,5606207334
2443,7610940191,18492.0,15410,2,-,-,-,7610940191
2444,awesomebullet,18480.0,18480,0,-,-,-,51331038
2445,Oki21,18480.0,11000,4,1.2,-,-,958507891
2446,1387017912,18410.0,18410,0,-,-,-,1387017912
2447,reures,18360.0,18360,0,-,-,-,7124711196
2448,HA555666777,18350.0,18350,0,-,-,-,6269406657
2449,8487011556,18350.0,18350,0,-,-,-,8487011556
2450,Marvz79,18330.0,18330,0,-,-,-,1164670370
2451,8350244795,18330.0,14100,3,-,-,-,8350244795
2452,gougzy,18318.0,18318,0,-,-,-,1718706397
2453,T_gin_san,18216.0,16560,1,-,-,-,5332214262
2454,gingvntunce889,18194.0,16540,1,-,-,-,7344084570
2455,1855907503,18180.0,6060,20,-,-,-,1855907503
2456,AudreyNguyen9029,18144.0,12960,4,-,-,-,7577961168
2457,manachis,18095.0,16450,1,-,-,-,5177374273
2458,754096827,18084.0,15070,2,-,-,-,754096827
2459,6617235814,18060.0,18060,0,-,-,-,6617235814
2460,silvershox,18020.0,18020,0,-,-,-,1908529122
2461,flowcc,18018.0,16380,1,-,-,-,377081320
2462,alexboyl,18000.0,18000,0,-,-,-,5322807503
2463,Mohsen_f52,18000.0,18000,0,-,-,-,93931085
2464,6785031340,18000.0,18000,0,-,-,-,6785031340
2465,NFTpointillist,18000.0,18000,0,-,-,-,6386881078
2466,AurekiAureki7,18000.0,18000,0,-,-,-,1715428733
2467,8125318550,18000.0,15000,2,-,-,-,8125318550
2468,5967416850,17976.0,12840,4,-,-,-,5967416850
2469,DP_OLEG,17920.0,17920,0,-,-,-,758828127
2470,Tintafy,17860.0,17860,0,-,-,-,466081940
2471,6111323058,17680.0,13600,3,-,-,-,6111323058
2472,HannahWhite1826,17652.0,14710,2,-,-,-,7540954224
2473,1267736539,17610.0,5870,20,-,-,-,1267736539
2474,nguynhngnhax962,17600.0,16000,1,-,-,-,7244177198
2475,hongngclongrg256,17556.0,15960,1,-,-,-,7383460951
2476,Runiberto22,17460.0,17460,0,-,-,-,1948300697
2477,MarinoBasaka,17457.0,15870,1,-,-,-,6153622745
2478,503640415,17411.0,7570,13,-,-,-,503640415
2479,Bruno631,17360.0,17360,0,-,-,-,5518712130
2480,MamamoDer,17360.0,17360,0,-,-,-,649715924
2481,Dinhhuong96,17340.0,17340,0,-,-,-,7025834049
2482,annikrub,17270.0,17270,0,-,-,-,1240437853
2483,ha110594,17264.0,13280,3,-,-,-,6851574462
2484,Jlowk3y,17220.0,17220,0,-,-,-,284182587
2485,132683336,17190.0,17190,0,-,-,-,132683336
2486,vs3md0bra,17160.0,17160,0,-,-,-,328664777
2487,maks_u7,17100.0,17100,0,-,-,-,257856348
2488,alex_tn5,17017.0,15470,1,-,-,-,5167283535
2489,cragy29,17010.0,17010,0,-,-,-,1263709631
2490,Dobral,17000.0,17000,0,-,-,-,459804237
2491,6747144484,17000.0,10000,7,-,-,-,6747144484
2492,Igro_gold_man,16830.0,15300,1,-,-,-,5290545108
2493,1725748206,16800.0,8000,11,-,-,-,1725748206
2494,772910385,16796.0,12920,3,-,-,-,772910385
2495,Alex_cryp,16790.4,12720,2,1.1,-,-,1773895631
2496,Mhalboro42,16770.0,16770,0,-,-,-,1714170609
2497,Myaurizzio,16731.0,12870,3,-,-,-,623915754
2498,schastlivaya_nastin,16665.0,15150,1,-,-,-,1339542231
2499,Serhona,16660.0,16660,0,-,-,-,56520272
2500,Tol_tol18,16588.0,15080,1,-,-,-,5019544794
2501,daerong72,16588.0,15080,1,-,-,-,1872894170
2502,7223309552,16555.0,15050,1,-,-,-,7223309552
2503,1587408304,16549.0,12730,3,-,-,-,1587408304
2504,GavinParker7119,16544.0,15040,1,-,-,-,7371382629
2505,DelvirSPb,16500.0,16500,0,-,-,-,506378816
2506,angels_friend_mv,16500.0,13750,2,-,-,-,5232865339
2507,pmaria78,16400.0,16400,0,-,-,-,859812998
2508,8062453543,16380.0,10920,5,-,-,-,8062453543
2509,hawk_hawk_sasha,16280.0,16280,0,-,-,-,326363825
2510,8310294547,16170.0,14700,1,-,-,-,8310294547
2511,7516389719,16068.0,12360,3,-,-,-,7516389719
2512,Vhinz80,16060.0,16060,0,-,-,-,1591749381
2513,83419182,16058.0,5180,21,-,-,-,83419182
2514,5733299673,16040.0,16040,0,-,-,-,5733299673
2515,Pahla12,16000.0,10000,6,-,-,-,969309933
2516,6527962645,15972.0,14520,1,-,-,-,6527962645
2517,7007887778,15960.0,5320,20,-,-,-,7007887778
2518,DUM76,15950.0,15950,0,-,-,-,902516307
2519,boris_bri13,15930.0,15930,0,-,-,-,6674416513
2520,MadisonChapman9807,15851.0,14410,1,-,-,-,7356136580
2521,jayz0n3,15840.0,15840,0,-,-,-,1664669860
2522,JacksonWilliams5350,15840.0,14400,1,-,-,-,7397166156
2523,Sobatgurund,15796.0,14360,1,-,-,-,6800133608
2524,434778165,15748.0,5080,21,-,-,-,434778165
2525,BIEJKNOV,15640.0,15640,0,-,-,-,6768411520
2526,GrandSparkle,15540.0,15540,0,-,-,-,5317288146
2527,pajiho94,15540.0,15540,0,-,-,-,1664561230
2528,lnghilm2w146,15526.0,11090,4,-,-,-,7473007626
2529,7540870513,15470.0,15470,0,-,-,-,7540870513
2530,destroyedheartt,15400.0,14000,1,-,-,-,6165913990
2531,1586104071,15400.0,14000,1,-,-,-,1586104071
2532,7281398811,15400.0,7000,12,-,-,-,7281398811
2533,VeterDr,15345.0,13950,1,-,-,-,1778735152
2534,Nambawan69,15340.0,15340,0,-,-,-,5491626813
2535,5686804129,15334.0,6970,12,-,-,-,5686804129
2536,836678535,15262.0,11740,3,-,-,-,836678535
2537,melihsvr,15200.0,15200,0,-,-,-,1561759850
2538,toniroger07,15180.0,15180,0,-,-,-,316291844
2539,5315220906,15156.0,8420,8,-,-,-,5315220906
2540,billlunneykTxUz548,15096.0,12580,2,-,-,-,7868852588
2541,R28games,15000.0,15000,0,-,-,-,1787815325
2542,MarkG0927,14872.0,13520,1,-,-,-,6812673256
2543,quyet1105,14835.0,9890,5,-,-,-,7552278208
2544,5490101299,14833.0,11410,3,-,-,-,5490101299
2545,6503709877,14700.0,14700,0,-,-,-,6503709877
2546,kwasu_22,14700.0,14700,0,-,-,-,6340120885
2547,1512640815,14688.0,12240,2,-,-,-,1512640815
2548,sergt70,14674.0,13340,1,-,-,-,832618182
2549,Aaaa30rk,14641.0,13310,1,-,-,-,7090597093
2550,YUHUYKI,14620.0,14620,0,-,-,-,6924866314
2551,FelizPnd,14580.0,14580,0,-,-,-,6603013585
2552,Alex_warm,14500.0,14500,0,-,-,-,55642607
2553,5359452668,14400.0,9000,6,-,-,-,5359452668
2554,BrandonTorres6355,14300.0,14300,0,-,-,-,8023261674
2555,Tamarii14,14300.0,13000,1,-,-,-,5851457288
2556,7114635476,14300.0,13000,1,-,-,-,7114635476
2557,Gangstamuzik13,14300.0,11000,3,-,-,-,5621462200
2558,7051055759,14300.0,10000,1,1.3,-,-,7051055759
2559,6611877035,14160.0,14160,0,-,-,-,6611877035
2560,lazypotato09,14157.0,12870,1,-,-,-,1867453028
2561,1022666058,14100.0,14100,0,-,-,-,1022666058
2562,5848157284,14040.0,10800,3,-,-,-,5848157284
2563,7697923613,14022.0,7790,8,-,-,-,7697923613
2564,1022749235,14014.0,12740,1,-,-,-,1022749235
2565,AlexsNance,14014.0,12740,1,-,-,-,276087309
2566,hnnhthng5q535,14000.0,14000,0,-,-,-,7307170510
2567,Michael_Unknown,14000.0,14000,0,-,-,-,343029311
2568,7376676915,14000.0,7000,10,-,-,-,7376676915
2569,Aranomidi,13920.0,13920,0,-,-,-,107667493
2570,817897353,13904.0,12640,1,-,-,-,817897353
2571,DonnaBennett6991,13888.0,9920,4,-,-,-,7423434753
2572,ged1723164733,13860.0,12600,1,-,-,-,7206683002
2573,8312690193,13860.0,9240,5,-,-,-,8312690193
2574,Evgeshales,13800.0,13800,0,-,-,-,487550526
2575,5314829983,13788.0,7660,8,-,-,-,5314829983
2576,Luckyvn,13750.0,13750,0,-,-,-,390468271
2577,7341559852,13632.0,11360,2,-,-,-,7341559852
2578,Jcpakx,13608.0,11340,2,-,-,-,5733461113
2579,5160976186,13530.0,12300,1,-,-,-,5160976186
2580,275035967,13500.0,9000,5,-,-,-,275035967
2581,YourPareBro,13442.0,12220,1,-,-,-,6853623879
2582,7639817519,13440.0,13440,0,-,-,-,7639817519
2583,Trotali,13430.0,13430,0,-,-,-,465547063
2584,7900123990,13409.0,12190,1,-,-,-,7900123990
2585,vahidshebsne,13400.0,13400,0,-,-,-,5860801308
2586,piyush8525,13340.0,13340,0,-,-,-,6390369078
2587,jroslav_111,13320.0,13320,0,-,-,-,1865569358
2588,Onepiece014,13300.0,13300,0,-,-,-,1622817836
2589,veeggiittoo,13282.0,4580,19,-,-,-,5728689714
2590,Mohammajahanshahi,13260.0,13260,0,-,-,-,6786319392
2591,1215138596,13200.0,11000,2,-,-,-,1215138596
2592,7079268218,13188.0,6280,11,-,-,-,7079268218
2593,5241833921,13132.0,9380,4,-,-,-,5241833921
2594,5666283307,13104.0,10920,2,-,-,-,5666283307
2595,AaronTorres4530,13040.0,13040,0,-,-,-,7873016545
2596,7267583029,13020.0,13020,0,-,-,-,7267583029
2597,ataee5,13020.0,13020,0,-,-,-,5285231559
2598,samama7311SEED,13020.0,10850,2,-,-,-,1982916652
2599,qwerty99q9,13000.0,13000,0,-,-,-,1535867660
2600,1854309263,13000.0,13000,0,-,-,-,1854309263
2601,hp12391239,12920.0,12920,0,-,-,-,279755352
2602,Godzilla228,12870.0,12870,0,-,-,-,712897123
2603,MaSIV_VRN,12780.0,4260,20,-,-,-,6815292496
2604,valentina_pressoterapiya,12768.0,10640,2,-,-,-,1267669850
2605,Jimbalaia1,12740.0,12740,0,-,-,-,2027823914
2606,pomny_378,12705.0,11550,1,-,-,-,1216308181
2607,7889568754,12696.0,10580,2,-,-,-,7889568754
2608,quyet111194,12694.0,11540,1,-,-,-,7449185511
2609,JacksonCollins8125,12694.0,11540,1,-,-,-,7445063239
2610,JuliaPayne5309,12680.0,12680,0,-,-,-,8096931525
2611,spstorres,12600.0,12600,0,-,-,-,5512689999
2612,SharonGonzalez1758,12600.0,10500,2,-,-,-,8153797042
2613,7735993038,12600.0,9000,4,-,-,-,7735993038
2614,7324696528,12590.0,12590,0,-,-,-,7324696528
2615,6399955714,12504.0,10420,2,-,-,-,6399955714
2616,NoahHughes3652,12488.0,8920,4,-,-,-,7669203962
2617,Zhed0,12480.0,12480,0,-,-,-,6185109162
2618,aleksemelianova,12480.0,12480,0,-,-,-,1176300810
2619,HunterRoberts8834,12450.0,12450,0,-,-,-,7870144878
2620,denis69999,12441.0,11310,1,-,-,-,697355712
2621,Vilacr7z,12432.0,10360,2,-,-,-,5468573705
2622,5196789283,12350.0,12350,0,-,-,-,5196789283
2623,VTLock,12320.0,12320,0,-,-,-,178856204
2624,6797121949,12310.0,12310,0,-,-,-,6797121949
2625,Sjhsheekje,12240.0,12240,0,-,-,-,1880618915
2626,984849696,12209.0,4210,19,-,-,-,984849696
2627,WelcomeDady,12190.0,12190,0,-,-,-,1957740015
2628,janimu22,12180.0,12180,0,-,-,-,1359661511
2629,Rodnei_Alves,12170.0,12170,0,-,-,-,6204110341
2630,Karo_2hot,12096.0,10080,2,-,-,-,976890184
2631,Majime33,12070.0,12070,0,-,-,-,5348590922
2632,Sanyair,12040.0,12040,0,-,-,-,664026012
2633,7896277580,12012.0,10920,1,-,-,-,7896277580
2634,ogiathu1l019,12000.0,12000,0,-,-,-,6955773798
2635,ThomasRobinson1503,12000.0,10000,2,-,-,-,7657316868
2636,Tony_K55,11970.0,11970,0,-,-,-,853582144
2637,Sg_7a,11960.0,11960,0,-,-,-,1738293110
2638,5672404198,11928.0,4970,14,-,-,-,5672404198
2639,AbigailGarcia8174,11924.0,10840,1,-,-,-,7790388517
2640,7866707392,11872.0,8480,4,-,-,-,7866707392
2641,ZIZO1983,11825.0,10750,1,-,-,-,79129816
2642,Carcarino09,11780.0,11780,0,-,-,-,2036584658
2643,RoDarkUnlimited,11726.0,10660,1,-,-,-,506381737
2644,ponk3502,11700.0,4500,10,1.3,-,-,7455152476
2645,Elitemarkting,11630.0,11630,0,-,-,-,2107391422
2646,kaspars_86,11590.0,11590,0,-,-,-,1628303346
2647,tranglongkhanh,11590.0,11590,0,-,-,-,5395156706
2648,jenxxicatto,11579.7,9570,1,1.1,-,-,6084267057
2649,Najiasa,11570.0,11570,0,-,-,-,287987743
2650,AlexRovi,11484.0,10440,1,-,-,-,965250630
2651,6873489277,11370.0,7580,5,-,-,-,6873489277
2652,fm965m,11340.0,11340,0,-,-,-,1885058335
2653,8369796316,11326.0,8090,4,-,-,-,8369796316
2654,Hes380312,11275.0,10250,1,-,-,-,7601094473
2655,thupham1977,11270.0,11270,0,-,-,-,6896518490
2656,kolya1m1,11250.0,11250,0,-,-,-,961048894
2657,6444314835,11240.0,5620,10,-,-,-,6444314835
2658,6669174141,11210.0,11210,0,-,-,-,6669174141
2659,8350672980,11200.0,7000,6,-,-,-,8350672980
2660,6103605430,11193.0,8610,3,-,-,-,6103605430
2661,lieanso,11110.0,11110,0,-,-,-,7406108626
2662,ghdtka13879,11088.0,10080,1,-,-,-,2139077754
2663,1544960525,11076.0,9230,2,-,-,-,1544960525
2664,8087124608,11070.0,11070,0,-,-,-,8087124608
2665,7003926481,11063.0,8510,3,-,-,-,7003926481
2666,1460578013,11060.0,11060,0,-,-,-,1460578013
2667,rodiON4774,11000.0,11000,0,-,-,-,475831579
2668,yong1111,11000.0,11000,0,-,-,-,513992025
2669,7487470511,11000.0,11000,0,-,-,-,7487470511
2670,GustarN,11000.0,11000,0,-,-,-,7238515227
2671,Ptichka250479,11000.0,11000,0,-,-,-,558958406
2672,jespheryao,11000.0,10000,1,-,-,-,2071973412
2673,NolanPhillips8942,10960.0,10960,0,-,-,-,7629311638
2674,1908871883,10950.0,3650,20,-,-,-,1908871883
2675,coffeepalaginglate,10944.0,9120,2,-,-,-,730436042
2676,makar4ik_ya,10934.0,9940,1,-,-,-,1562010036
2677,515138177,10920.0,10920,0,-,-,-,515138177
2678,taryvre,10868.0,9880,1,-,-,-,1251849017
2679,7376332357,10832.0,6770,6,-,-,-,7376332357
2680,1284989442,10800.0,9000,2,-,-,-,1284989442
2681,6868998354,10800.0,9000,2,-,-,-,6868998354
2682,itachie30,10730.0,10730,0,-,-,-,5023189699
2683,tsiarcom,10720.0,10720,0,-,-,-,634609817
2684,5075769994,10710.0,10710,0,-,-,-,5075769994
2685,7316778111,10689.0,5090,11,-,-,-,7316778111
2686,Marina_pl_32,10660.0,10660,0,-,-,-,854344218
2687,vasyabutsko,10640.0,10640,0,-,-,-,5304314163
2688,gustavvo1,10640.0,10640,0,-,-,-,5863160672
2689,blacklotus08,10500.0,10500,0,-,-,-,1076612785
2690,MaryHill5959,10500.0,7000,5,-,-,-,8034624622
2691,Morlads85,10460.0,10460,0,-,-,-,7124760008
2692,RPan8,10400.0,10400,0,-,-,-,7502127380
2693,MadisonMurphy3212,10400.0,8000,3,-,-,-,7867266634
2694,Riskianbotutihe,10340.0,10340,0,-,-,-,6963521728
2695,VasiaNeVasia,10260.0,10260,0,-,-,-,531076048
2696,StepByStepFx,10200.0,10200,0,-,-,-,411879217
2697,6171169213,10170.0,10170,0,-,-,-,6171169213
2698,doavtelesmat_sofli,10153.0,9230,1,-,-,-,6124964281
2699,starlinh,10120.0,9200,1,-,-,-,1277859856
2700,7371904674,10080.0,10080,0,-,-,-,7371904674
2701,7031032768,10016.0,6260,6,-,-,-,7031032768
2702,PaisleyMartinez8283,10010.0,9100,1,-,-,-,7813494075
2703,Koyoh,10000.0,10000,0,-,-,-,863337371
2704,8564704714,9984.0,7680,3,-,-,-,8564704714
2705,7644466965,9984.0,7680,3,-,-,-,7644466965
2706,VladValerevich91,9920.0,9920,0,-,-,-,463013057
2707,702082651,9911.0,9010,1,-,-,-,702082651
2708,tainabindasWHiXz691,9834.0,8940,1,-,-,-,7747508496
2709,AustinMiller4123,9800.0,7000,4,-,-,-,7615859881
2710,kennny2022,9660.0,9660,0,-,-,-,5309465413
2711,1051677446,9630.0,9630,0,-,-,-,1051677446
